DATE,TT BUY,TT SELL,BILL BUY,BILL SELL,FOREX TRAVEL CARD BUY,FOREX TRAVEL CARD SELL,CN BUY,CN SELL
2026-05-21,95.95,96.8,95.88,96.97,95.88,96.97,94.75,97.35
2026-05-22,95.45,96.3,95.38,96.47,95.38,96.47,94.25,96.85
2026-05-25,94.95,95.8,94.88,95.97,94.88,95.97,93.75,96.35
2026-05-26,95.3,96.15,95.23,96.32,95.23,96.32,94.1,96.7
2026-05-27,95.35,96.2,95.28,96.37,95.28,96.37,94.15,96.75
2026-05-28,95.3,96.15,95.23,96.32,95.23,96.32,94.1,96.7
2026-05-29,94.6,95.45,94.53,95.62,94.53,95.62,93.4,95.95
2026-05-30,94.6,95.45,94.53,95.62,94.53,95.62,93.4,95.95
2026-06-01,94.4,95.25,94.33,95.42,94.33,95.42,93.2,95.75
2026-06-02,94.8,95.65,94.73,95.82,94.73,95.82,93.6,96.2
2026-06-03,95.2,96.05,95.13,96.22,95.13,96.22,94.0,96.6
2026-06-04,95.3,96.15,95.23,96.32,95.23,96.32,94.1,96.7
2026-06-05,94.55,95.4,94.48,95.57,94.48,95.57,93.35,95.9
2026-06-06,94.55,95.4,94.48,95.57,94.48,95.57,93.35,95.9
2026-06-08,95.3,96.15,95.23,96.32,95.23,96.32,94.1,96.7
2026-06-09,95.05,95.9,94.98,96.07,94.98,96.07,93.85,96.45
2026-06-10,94.85,95.7,94.78,95.87,94.78,95.87,93.65,96.25
2026-06-11,95.15,96.0,95.08,96.17,95.08,96.17,93.95,96.55
2026-06-12,94.75,95.6,94.68,95.77,94.68,95.77,93.55,96.15
2026-06-15,94.3,95.15,94.23,95.32,94.23,95.32,93.1,95.65
2026-06-16,94.2,95.05,94.13,95.22,94.13,95.22,93.0,95.55
2026-06-17,94.05,94.9,93.98,95.07,93.98,95.07,92.85,95.4
2026-06-18,93.85,94.7,93.78,94.87,93.78,94.87,92.7,95.2
2026-06-19,93.95,94.8,93.88,94.97,93.88,94.97,92.8,95.3
2026-06-20,93.9,94.75,93.83,94.92,93.83,94.92,92.75,95.25
2026-06-22,94.2,95.05,94.13,95.22,94.13,95.22,93.0,95.55
2026-06-23,94.3,95.15,94.23,95.32,94.23,95.32,93.1,95.65
2026-06-24,94.5,95.35,94.43,95.52,94.43,95.52,93.3,95.85
2026-06-25,94.0,94.85,93.93,95.02,93.93,95.02,92.8,95.35
2026-06-29,93.95,94.8,93.88,94.97,93.88,94.97,92.8,95.3
2026-07-01,94.6,95.45,94.53,95.62,94.53,95.62,93.4,95.95
2026-07-02,94.8,95.65,94.73,95.82,94.73,95.82,93.6,96.2
2026-07-03,94.75,95.6,94.68,95.77,94.68,95.77,93.55,96.15
2026-07-04,94.7,95.55,94.63,95.72,94.63,95.72,93.5,96.1
2026-07-06,94.82,95.67,94.75,95.84,94.75,95.84,93.65,96.2
2026-07-07,94.5,95.35,94.43,95.52,94.43,95.52,93.3,95.85
2026-07-08,94.75,95.6,94.68,95.77,94.68,95.77,93.55,96.15
2026-07-09,95.0,95.85,94.93,96.02,94.93,96.02,93.8,96.4
2026-07-10,94.86,95.71,94.79,95.88,94.79,95.88,93.65,96.25
2026-07-13,95.32,96.17,95.25,96.34,95.25,96.34,94.15,96.7
2026-07-14,95.56,96.41,95.49,96.58,95.49,96.58,94.35,96.95
2026-07-14,95.7,96.55,95.63,96.72,95.63,96.72,94.5,97.1
2026-07-16,95.86,96.71,95.79,96.88,95.79,96.88,94.65,97.25
2026-07-17,95.9,96.75,95.83,96.92,95.83,96.92,94.7,97.3
2026-07-18,95.87,96.72,95.8,96.89,95.8,96.89,94.65,97.25
2026-07-20,96.0,96.85,95.93,97.02,95.93,97.02,94.8,97.4
2026-07-21,95.8,96.65,95.73,96.82,95.73,96.82,94.6,97.2
2026-07-22,95.95,96.8,95.88,96.97,95.88,96.97,94.75,97.35
2026-07-23,96.1,96.95,96.03,97.12,96.03,97.12,94.9,97.5
2026-07-24,96.0,96.85,95.93,97.02,95.93,97.02,94.8,97.4
2026-07-27,95.55,96.4,95.48,96.57,95.48,96.57,94.35,96.95
2026-07-28,95.34,96.19,95.27,96.36,95.27,96.36,94.15,96.7
2026-07-29,95.15,96.0,95.08,96.17,95.08,96.17,93.95,96.55
2026-07-30,95.2,96.05,95.13,96.22,95.13,96.22,94.0,96.6
2026-07-31,95.0,95.85,94.93,96.02,94.93,96.02,93.8,96.4
2026-08-01,95.03,95.88,94.96,96.05,94.96,96.05,93.85,96.4
2026-08-03,94.9,95.75,94.83,95.92,94.83,95.92,93.7,96.3
2026-08-04,94.96,95.81,94.89,95.98,94.89,95.98,93.75,96.35
2026-08-05,94.75,95.6,94.68,95.77,94.68,95.77,93.55,96.15
2026-08-06,94.72,95.57,94.65,95.74,94.65,95.74,93.55,96.1
2026-08-07,94.9,95.75,94.83,95.92,94.83,95.92,93.7,96.3
